"Year","Area_type","Area_code","Area_description","Maori_descent_code","Maori_descent_description","Census_usually_resident_population_count","Maori_descent_indicator_percent"
2018,"Statistical Area 2","121300","Sunnynook North","2","No Maori descent","2622"," 91.5"
2018,"Statistical Area 2","121300","Sunnynook North","4","Don't know","33","  1.2"
2018,"Statistical Area 2","121300","Sunnynook North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","121300","Sunnynook North","9","Not stated","0",".."
2018,"Statistical Area 2","121300","Sunnynook North","Total","Total","2865",".."
2018,"Statistical Area 2","121300","Sunnynook North","Total stated","Total stated","2865","100.0"
2018,"Statistical Area 2","121400","Bayview West","1","Maori descent","237"," 10.0"
2018,"Statistical Area 2","121400","Bayview West","2","No Maori descent","2079"," 87.5"
2018,"Statistical Area 2","121400","Bayview West","4","Don't know","60","  2.5"
2018,"Statistical Area 2","121400","Bayview West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","121400","Bayview West","9","Not stated","0",".."
2018,"Statistical Area 2","121400","Bayview West","Total","Total","2376",".."
2018,"Statistical Area 2","121400","Bayview West","Total stated","Total stated","2376","100.0"
2018,"Statistical Area 2","121500","Totara Vale North","1","Maori descent","228","  7.2"
2018,"Statistical Area 2","121500","Totara Vale North","2","No Maori descent","2892"," 91.1"
2018,"Statistical Area 2","121500","Totara Vale North","4","Don't know","51","  1.6"
2018,"Statistical Area 2","121500","Totara Vale North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","121500","Totara Vale North","9","Not stated","0",".."
2018,"Statistical Area 2","121500","Totara Vale North","Total","Total","3174",".."
2018,"Statistical Area 2","121500","Totara Vale North","Total stated","Total stated","3174","100.0"
2018,"Statistical Area 2","121600","Royal Heights North","1","Maori descent","609"," 17.4"
2018,"Statistical Area 2","121600","Royal Heights North","2","No Maori descent","2814"," 80.4"
2018,"Statistical Area 2","121600","Royal Heights North","4","Don't know","75","  2.1"
2018,"Statistical Area 2","121600","Royal Heights North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","121600","Royal Heights North","9","Not stated","0",".."
2018,"Statistical Area 2","121600","Royal Heights North","Total","Total","3501",".."
2018,"Statistical Area 2","121600","Royal Heights North","Total stated","Total stated","3501","100.0"
2018,"Statistical Area 2","121700","Massey West","1","Maori descent","231"," 16.2"
2018,"Statistical Area 2","121700","Massey West","2","No Maori descent","1164"," 81.5"
2018,"Statistical Area 2","121700","Massey West","4","Don't know","33","  2.3"
2018,"Statistical Area 2","121700","Massey West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","121700","Massey West","9","Not stated","0",".."
2018,"Statistical Area 2","121700","Massey West","Total","Total","1428",".."
2018,"Statistical Area 2","121700","Massey West","Total stated","Total stated","1428","100.0"
2018,"Statistical Area 2","121800","Beach Haven West","1","Maori descent","546"," 16.0"
2018,"Statistical Area 2","121800","Beach Haven West","2","No Maori descent","2796"," 81.8"
2018,"Statistical Area 2","121800","Beach Haven West","4","Don't know","69","  2.0"
2018,"Statistical Area 2","121800","Beach Haven West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","121800","Beach Haven West","9","Not stated","0",".."
2018,"Statistical Area 2","121800","Beach Haven West","Total","Total","3417",".."
2018,"Statistical Area 2","121800","Beach Haven West","Total stated","Total stated","3417","100.0"
2018,"Statistical Area 2","121900","Totara Vale South","1","Maori descent","333","  8.6"
2018,"Statistical Area 2","121900","Totara Vale South","2","No Maori descent","3483"," 90.1"
2018,"Statistical Area 2","121900","Totara Vale South","4","Don't know","45","  1.2"
2018,"Statistical Area 2","121900","Totara Vale South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","121900","Totara Vale South","9","Not stated","0",".."
2018,"Statistical Area 2","121900","Totara Vale South","Total","Total","3867",".."
2018,"Statistical Area 2","121900","Totara Vale South","Total stated","Total stated","3867","100.0"
2018,"Statistical Area 2","122000","Swanson","1","Maori descent","375"," 16.7"
2018,"Statistical Area 2","122000","Swanson","2","No Maori descent","1818"," 81.1"
2018,"Statistical Area 2","122000","Swanson","4","Don't know","45","  2.0"
2018,"Statistical Area 2","122000","Swanson","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122000","Swanson","9","Not stated","0",".."
2018,"Statistical Area 2","122000","Swanson","Total","Total","2241",".."
2018,"Statistical Area 2","122000","Swanson","Total stated","Total stated","2241","100.0"
2018,"Statistical Area 2","122100","Bayview South","1","Maori descent","252","  8.2"
2018,"Statistical Area 2","122100","Bayview South","2","No Maori descent","2769"," 90.4"
2018,"Statistical Area 2","122100","Bayview South","4","Don't know","45","  1.5"
2018,"Statistical Area 2","122100","Bayview South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122100","Bayview South","9","Not stated","0",".."
2018,"Statistical Area 2","122100","Bayview South","Total","Total","3063",".."
2018,"Statistical Area 2","122100","Bayview South","Total stated","Total stated","3063","100.0"
2018,"Statistical Area 2","122200","Campbells Bay","1","Maori descent","192","  6.6"
2018,"Statistical Area 2","122200","Campbells Bay","2","No Maori descent","2658"," 92.0"
2018,"Statistical Area 2","122200","Campbells Bay","4","Don't know","39","  1.3"
2018,"Statistical Area 2","122200","Campbells Bay","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122200","Campbells Bay","9","Not stated","0",".."
2018,"Statistical Area 2","122200","Campbells Bay","Total","Total","2889",".."
2018,"Statistical Area 2","122200","Campbells Bay","Total stated","Total stated","2889","100.0"
2018,"Statistical Area 2","122300","Royal Heights South","1","Maori descent","765"," 20.3"
2018,"Statistical Area 2","122300","Royal Heights South","2","No Maori descent","2886"," 76.4"
2018,"Statistical Area 2","122300","Royal Heights South","4","Don't know","126","  3.3"
2018,"Statistical Area 2","122300","Royal Heights South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122300","Royal Heights South","9","Not stated","0",".."
2018,"Statistical Area 2","122300","Royal Heights South","Total","Total","3777",".."
2018,"Statistical Area 2","122300","Royal Heights South","Total stated","Total stated","3777","100.0"
2018,"Statistical Area 2","122400","Beach Haven East","1","Maori descent","903"," 22.7"
2018,"Statistical Area 2","122400","Beach Haven East","2","No Maori descent","3000"," 75.3"
2018,"Statistical Area 2","122400","Beach Haven East","4","Don't know","78","  2.0"
2018,"Statistical Area 2","122400","Beach Haven East","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122400","Beach Haven East","9","Not stated","0",".."
2018,"Statistical Area 2","122400","Beach Haven East","Total","Total","3984",".."
2018,"Statistical Area 2","122400","Beach Haven East","Total stated","Total stated","3984","100.0"
2018,"Statistical Area 2","122500","Massey East","1","Maori descent","735"," 20.8"
2018,"Statistical Area 2","122500","Massey East","2","No Maori descent","2724"," 76.9"
2018,"Statistical Area 2","122500","Massey East","4","Don't know","81","  2.3"
2018,"Statistical Area 2","122500","Massey East","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122500","Massey East","9","Not stated","0",".."
2018,"Statistical Area 2","122500","Massey East","Total","Total","3540",".."
2018,"Statistical Area 2","122500","Massey East","Total stated","Total stated","3540","100.0"
2018,"Statistical Area 2","122600","Forrest Hill North","1","Maori descent","132","  5.3"
2018,"Statistical Area 2","122600","Forrest Hill North","2","No Maori descent","2322"," 93.3"
2018,"Statistical Area 2","122600","Forrest Hill North","4","Don't know","36","  1.4"
2018,"Statistical Area 2","122600","Forrest Hill North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122600","Forrest Hill North","9","Not stated","0",".."
2018,"Statistical Area 2","122600","Forrest Hill North","Total","Total","2490",".."
2018,"Statistical Area 2","122600","Forrest Hill North","Total stated","Total stated","2490","100.0"
2018,"Statistical Area 2","122700","Glenfield North","1","Maori descent","240","  7.2"
2018,"Statistical Area 2","122700","Glenfield North","2","No Maori descent","3057"," 91.7"
2018,"Statistical Area 2","122700","Glenfield North","4","Don't know","36","  1.1"
2018,"Statistical Area 2","122700","Glenfield North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122700","Glenfield North","9","Not stated","0",".."
2018,"Statistical Area 2","122700","Glenfield North","Total","Total","3333",".."
2018,"Statistical Area 2","122700","Glenfield North","Total stated","Total stated","3333","100.0"
2018,"Statistical Area 2","122800","Birkdale North","1","Maori descent","714"," 17.1"
2018,"Statistical Area 2","122800","Birkdale North","2","No Maori descent","3363"," 80.6"
2018,"Statistical Area 2","122800","Birkdale North","4","Don't know","96","  2.3"
2018,"Statistical Area 2","122800","Birkdale North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122800","Birkdale North","9","Not stated","0",".."
2018,"Statistical Area 2","122800","Birkdale North","Total","Total","4173",".."
2018,"Statistical Area 2","122800","Birkdale North","Total stated","Total stated","4173","100.0"
2018,"Statistical Area 2","122900","Massey South","1","Maori descent","1041"," 22.9"
2018,"Statistical Area 2","122900","Massey South","2","No Maori descent","3381"," 74.2"
2018,"Statistical Area 2","122900","Massey South","4","Don't know","132","  2.9"
2018,"Statistical Area 2","122900","Massey South","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","122900","Massey South","9","Not stated","0",".."
2018,"Statistical Area 2","122900","Massey South","Total","Total","4554",".."
2018,"Statistical Area 2","122900","Massey South","Total stated","Total stated","4554","100.0"
2018,"Statistical Area 2","123000","Ranui North","1","Maori descent","1095"," 27.0"
2018,"Statistical Area 2","123000","Ranui North","2","No Maori descent","2838"," 70.0"
2018,"Statistical Area 2","123000","Ranui North","4","Don't know","120","  3.0"
2018,"Statistical Area 2","123000","Ranui North","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","123000","Ranui North","9","Not stated","0",".."
2018,"Statistical Area 2","123000","Ranui North","Total","Total","4053",".."
2018,"Statistical Area 2","123000","Ranui North","Total stated","Total stated","4053","100.0"
2018,"Statistical Area 2","123100","Glenfield West","1","Maori descent","264","  8.6"
2018,"Statistical Area 2","123100","Glenfield West","2","No Maori descent","2766"," 89.7"
2018,"Statistical Area 2","123100","Glenfield West","4","Don't know","57","  1.8"
2018,"Statistical Area 2","123100","Glenfield West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","123100","Glenfield West","9","Not stated","0",".."
2018,"Statistical Area 2","123100","Glenfield West","Total","Total","3084",".."
2018,"Statistical Area 2","123100","Glenfield West","Total stated","Total stated","3084","100.0"
2018,"Statistical Area 2","123200","Te Atatu Peninsula North West","1","Maori descent","810"," 24.7"
2018,"Statistical Area 2","123200","Te Atatu Peninsula North West","2","No Maori descent","2379"," 72.5"
2018,"Statistical Area 2","123200","Te Atatu Peninsula North West","4","Don't know","90","  2.7"
2018,"Statistical Area 2","123200","Te Atatu Peninsula North West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","123200","Te Atatu Peninsula North West","9","Not stated","0",".."
2018,"Statistical Area 2","123200","Te Atatu Peninsula North West","Total","Total","3282",".."
2018,"Statistical Area 2","123200","Te Atatu Peninsula North West","Total stated","Total stated","3282","100.0"
2018,"Statistical Area 2","123300","Glenfield South West","1","Maori descent","363","  9.0"
2018,"Statistical Area 2","123300","Glenfield South West","2","No Maori descent","3603"," 89.4"
2018,"Statistical Area 2","123300","Glenfield South West","4","Don't know","63","  1.6"
2018,"Statistical Area 2","123300","Glenfield South West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","123300","Glenfield South West","9","Not stated","0",".."
2018,"Statistical Area 2","123300","Glenfield South West","Total","Total","4032",".."
2018,"Statistical Area 2","123300","Glenfield South West","Total stated","Total stated","4032","100.0"
2018,"Statistical Area 2","123400","Forrest Hill West","1","Maori descent","249","  6.2"
2018,"Statistical Area 2","123400","Forrest Hill West","2","No Maori descent","3720"," 92.7"
2018,"Statistical Area 2","123400","Forrest Hill West","4","Don't know","51","  1.3"
2018,"Statistical Area 2","123400","Forrest Hill West","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","123400","Forrest Hill West","9","Not stated","0",".."
2018,"Statistical Area 2","123400","Forrest Hill West","Total","Total","4014",".."
2018,"Statistical Area 2","123400","Forrest Hill West","Total stated","Total stated","4014","100.0"
2018,"Statistical Area 2","123500","Wairau Valley","1","Maori descent","21"," 10.3"
2018,"Statistical Area 2","123500","Wairau Valley","2","No Maori descent","180"," 88.2"
2018,"Statistical Area 2","123500","Wairau Valley","4","Don't know","3","  1.5"
2018,"Statistical Area 2","123500","Wairau Valley","7","Response unidentifiable","0",".."
2018,"Statistical Area 2","123500","Wairau Valley","9","Not stated","0",".."
2018,"Statistical Area 2","123500","Wairau Valley","Total","Total","204",".."
2018,"Statistical Area 2","123500","Wairau Valley","Total stated","Total stated","204","100.0"
2018,"Statistical Area 2","123600","Forrest Hill East","1","Maori descent","207","  5.9"
2018,"Statistical Area 2","123600","Forrest Hill East","2","No Maori descent","3246"," 92.3"
2018,"Statistical Area 2","123600","Forrest Hill East","4","Don't know","60","  1.7"
